baby 啤啤	婴儿。
透火	生火、引火
透火煮饭	生火做饭
透炉	生火点炉子
透著	炉子点着了
透过	通过
通关鼻	指鼻梁平直
通咗	①想通了②阻塞的交通畅顺了③渠道疏通了
通坑渠	指疏通下水道
通坑渠	指是球在对方的胯下穿过。
通堂老倌	会扮演各种角色的粤剧演员，比喻全能干将
通天	①事情搞大了②上级知道了。
通天晓	万事通，无所不知的人
通心	空心的
通拉	①一般、通常②平均、拉平
通晒天	指事情已经捅到上面去了，很多人都晓得了
通气	识趣、知趣
通水	考试串通作弊，通风报信。
通胜	皇历。
通街走	满街上走，也说「周街行」
通街走趯	满大街跑，閒逛
通街通巷	①整个街道②满街都是
通街都系	满大街都是，司空见惯
通透	透彻明白，看得清。
速速镑，唔好四围望	还钱给別人时请动作迅速，尤其不要东张西望，不然別人认为你不够诚意
逼下逼下	①人多拥挤②拼命挤进去
逼人	人多拥挤
逼到埋身	大战就在眼前。
逼到实晒	围在一起，挤得很
逼巴士	挤公共汽车
逼挟	窄小而拥挤
逼死人	太挤了，挤死人了
逼满人	都挤满人了
逼虎跳墙——冇著数	正像狗急跳墙那样，老虎逼急了也会伤人
遇咗嘞	①已经遇见了②已预计到这样的结果。
遇啱	这么巧碰上了
道友	①吸鸦片者②吸毒者。
道士占卜——八卦	用八卦来算命已经是很有本事的。比喻爱饶舌、多管閒事的人。
道行（音杏hang6）	造化、运气
遮丑	掩盖丑事
遮光	把光线适当遮住
遮头	伞柄端
遮柄	伞杆儿
遮骨	伞的金属条，用来支撑伞张开。
遮黑	挡住了阳光。
避唔切	来不及躲开。
避年	到外地过年，避开繁琐的礼节。
避开下	暂时躲避一下。
避得就避	能躲就躲，免得麻烦
避忌	忌讳、避嫌
避日头	避开太阳光线。
避车	①错车，两车相遇，一车暂停，让另一辆车过去②教育小孩子在马路上注意避让机动车。
避雨	找个地方躲雨
避雷	打雷的时候要找个安全的地方躲起来
避风塘	避风港，船只避风的地方，在海边有大堤围住。
邂（音鞋haai4）煞煞	皮肤粗糙。
邋遢	肮脏
邋遢猫	满身、满脸都是脏的
都啱	同样正确
都得	照样可以
都掂	照样做得好
都系	一样、照样
鄂晒然	一副惊愕的样子
鄂高头	抬高了头。
酒凹	酒窝儿
酒埕	酒埕（盛酒陶器）
酒头茶屘饭中间	都是好吃好喝的东西，接着还有下一句：鹅头鸭颈鸡亦尖。
酒头茶屘，唔老朋唔畀你	酒瓶里的第一口，茶壶里的后半部分都被认为是优等的东西，跟你是老朋友才给你尝试。
酒楼例汤——整定	①早就搞好了，预先做好②注定的，必然的③无奈的
酒满敬人，茶满欺人	民间习俗，待客时斟茶不能太满，七八分即可；但斟酒则相反斟满才是尊重客人。
酸到痹	形容吃酸的东西，牙齿发软，发麻
酸夹馊	指食物已经变坏，发出臭味，又酸又馊
酸微微	微微有点酸。
酸枝	一种硬木，红木
酸软	①酸痛、麻麻的感觉②被人胳肢
酸酸馊馊	指人的汗臭味
酸馊	①形容汗臭味道②又酸又馊
酸馊馊	形容汗臭，又酸又馊
醃尖	①爱挑剔的②吹毛求疵
醃尖夹腥闷	形容某人的行为十分挑剔而使人感到讨厌
醃醃尖尖	爱挑剔，刁钻的人是很难侍候的
醃醃闷闷	指既挑剔，又刁难人，这些人谁也不爱答理。
醉猫	喝醉了
醉酒佬	指醉汉，醉鬼。
醉酒拧	指不倒翁，泥制的玩具。
醒你嘅	专门用来奖励你的。
醒唔起	①记不清楚②一下子想不起来。
醒定	警觉、醒目、清醒
醒定啲	提高警踢，別放松思想
醒定定	提起十二分精神
醒晒神	精神为之一振
醒水	觉察、机警、灵敏
醒目	精明的、显眼的、能干
醒目仔	比较机灵、聪明的男孩子。
醒瞓	睡觉时很警醒，一有动静就会马上醒来
醒瞓啲	不要睡得那么死，有动静马上醒来
醒神	①精神②加强注意
醒起	刚刚想起来。
醒醒哋	灵醒，精明一点
醒醒定定	看清楚一点，提起精神来。
采青	舞狮表演，因要人叠人，采摘吊在高处的钱，钱上拴著生菜绿叶，故得名
重手	①干活手重②送別人的礼物较丰厚
重秤	分量重、压秤。
重迪迪	物品较重
重重沓沓	重重叠叠
野仔	私生子
野鸡	①雄鸡②私娼③没有牌照
金字架	旧式房屋两侧山墙上的屋架，呈「金」字形
金山伯	指那些漂洋过海去谋生，赚了点钱回来的老华侨。源自侨居过旧金山的华侨
金橘	一种小长圆形橘子，味酸
金毛	金黄色的头发
金牛	指一千元港币
金猪	烘烤的整猪，婚嫁、还愿供神用的，「金」意为吉利
金睛火眼	形容经常熬夜的人眼睛的状况
金笸（音菠bo1）箩	①珍贵之物②比喻极受宠的孩子
金荀	红萝卜
金针	干的黄花菜
金颈链	即金项链
金鱼缸	①养金鱼的箱子②国外某些场所，女孩子別著号码，坐在玻璃房里供人选择。
金鱼黄	一种黄颜色，橘黄色
金龟婿	比喻有钱财、有地位的女婿
针刉（㓤）先知痛	比喻人们对不关自己的切身利益的事，就不会有切肤之痛
针唔刉（㓤）到自己就唔觉痛	针刺不到自己不觉得疼，比喻说別人容易，说自己难。站著说话不腰痛。
针无两头利	针不会两头都尖，比喻鱼与熊掌不可兼得，要舍得放弃一种
钓鱼要忍，打蛇要狠	谓钓鱼要有耐心，打蛇要使劲。
钓鱼郎	翠鸟
钟鼓楼上的麻雀——自细吓大	经常听见钟声，比喻从小被吓唬大，天不怕，地不怕
钩脚	钩到对方的脚，使对方摔倒
钩跌人	钩到对方的脚，使之摔倒
钵头	小瓦盘，蒸饭、菜用
钵头	小瓦盘，乞丐喜用的物品
钻出钻入	钻来钻去。
钻窿钻罅	想尽一切办法，找门路，找熟人
铁嘴鸡	嘴巴利害的人
铁拐李打足球——一脚踢	比喻全部的工作，各个程序都由一个人来完成
铁木真打仔——大汗𢱕细汗	形容干活出了大力气，满头大汗（铁木真即成吉思汗，就是大汗）
铁树开花——冇结果	指没有什么结果，不会有什么结果的
铁笔	粗铁棍
铁线	铁丝。
铁脚马眼神仙肚	民间有一说，常出差的人要练就这般本事。铁的脚，走不累；马的眼，不用睡；神仙的肚子，不用吃饭。
铁锤打铁棍——实打实	指动真格，来真的，真家伙
铃铃镲镲都掉埋	比喻丟盔弃甲
铰剪	剪刀、剪子
铰剪脚	指防守队员的两只脚像剪刀那样铲向对方，破坏对方进攻。动作太蛮，应黄牌警告
银仔	硬币、金属币
银包	钱包
银子使唔晒	钱财多得用也用不完
银纸	钱币，多指纸币
银鸡	警笛。
铺头	做小生意卖东西的处所。
铺面	面向大街卖东西的地方
锄大弟	扑克牌游戏。「2」最大，因「2」像一只鸭子，而广州方言又把鸭称为「鸭弟弟」故得名
锄死佢	钉死他
锈坏不如用坏，閒死不如做死	物品生锈坏掉还不如是用坏的，正所谓，人尽其才，物尽其用
错将骡仔当骏马	看错了人
错有错著	做是做错了，但却碰到意外的收获
锡一啖	亲一口
锡住荷包	节省得很，不愿花钱
锡住身	指某人干活留一手，不尽力，担心弄坏身体
锡住身子	指干活时留一手，没有拼尽全力
锡住锡住	①计算著钱不乱花②疼爱人或物
锡到燶	形容家长十分宠爱、娇惯的孩子
锡晒	非常疼爱儿女
锡晒你	十分疼爱你
锡身	干活不用尽全力，贪生怕死之徒
锣丝批	即起子，锣丝刀
锯嘢	做木工活，拿锯子锯木条
锯扒	指吃西餐拿刀切牛扒
锺馗kuei4开饭——鬼都唔来	有谁敢来？指没有几个人来
镜花水月——一场空	用佛家的「空」，来看人生的「空」，但看得太空就不够积极。
镬头	大锅头。
镬捞	锅外面黑色的烟垢物
镬气	火候，把握是否恰当是煎炒中的学问
镬铲	炒菜用的铲子
长命债，长命还	欠了別人的债务这辈子慢慢还吧
长命功夫长命做	活是永远干不完的，慢慢来吧
长情	感情长久
长气	说话絮絮叨叨；健谈。
长气到死	比喻讲话又长又臭，讨人嫌
长濑濑	（物）过长。
长贫难顾，长赌必输	贫困的人不能光靠別人的救济，要自己振作起来；长期参与赌博的人，到头来必然会输个精光。
长途车屘——沙尘	长途汽车后面都是布满沙土，形容轻佻浮夸，自大嚣张
閒事莫理，閒地莫企	谓不要多管閒事。
閒閒哋	随便，满不在乎的样子
门口狗	形容小孩在家厉害，一到外面就蔫了
门口狗——得把声	只有声威
门扇底烧炮仗——见声唔见影	意为只闻其声，不见其人
闩倒人	把人踢倒了
闩到实	门关得很牢，十分严密
闩制	关好龙头
闩咗	已经关好了
闩唔死	水龙头关不牢。
闩好门	关好门。
闩实	关好了
闩铺	打烊了
闩门	关门
闪嚟闪去	躲来躲去，避开人多的地方
闪埋一边	躲到一边去了
闪闪令	很亮光，闪闪发亮
闪闪缩缩	躲躲闪闪，怕人看见
闭塞	交通不便，信息不灵
闭气	闭嘴和鼻子不呼吸
闭翳ai3	担忧、忧愁
问和尚借梳——冇希望	和尚怎会用这玩艺？肯定是没有希望的。
问唔倒料	问不出什么情况
问客劏tong1鸡	问客人要不要杀鸡吃，形容虚情假意
问心嗰句	说句心里话
问米	一种附体显灵的迷信活动
间中	偶尔
间唔中	不时地，隔一段时间就会
间尺	尺子
间开	隔开
间开嚟	把房子从中间隔开
间条	条纹
闷闷哋	心情不佳，有点烦闷
闸低	①写下来登记好②两个人骑自行车在很小的范围内比赛看谁先掉下地
闸住	①打住②水库的闸门放下，不让水流走
闸名	登记下名字
闸数	把些数宇记在小本子上以便算账
闹交	吵架、争吵
闹人	骂人
闹到七彩	吵、闹得很大，影响也很大。
闹到仆街	被骂得很难听、很厉害
闹到狗血淋头	被人骂得厉害。
闹助理裁判员	球迷骂边线的裁判
闹者疼也，打者爱也	旧的传统意识，家长打骂小孩，是因为疼爱他
闹衰佢	把他臭骂了一顿。
闹都唔醒	骂他他还是迷迷糊糊的
闹醒佢	要骂他才醒悟。
闻唔出	有什么味道，闻不出来
阁仔	楼和二楼之间的一层小房间。
阉啲阉啲	像被人阉割那样，属于自己的东西在慢慢减少。
阎罗王上吊——视死如归	阎罗王又怎会是怕死鬼？指不怕死。
阎罗王交战——鬼打鬼	比喻交战双方都是非正义的，都不是针么好人。
阎罗王倾偈——同鬼讲	没人讲话，指你跟谁讲呀
阎罗王后代——正鬼头仔	形容那些内奸、告密、反叛的人。
阎罗王开门——出鬼（轨）	谐音，意为干了出格、出轨的事情
阎罗王开饭店——鬼帮衬	一个人也不可能来，指没生意，做不下去了
阎罗王速写——鬼画符	①指不容易看清楚的涂鸦，乱涂乱画②有人说画鬼最易，因为世上还没有人真正见过鬼
阔口扒扒	脸、嘴长得很宽
阔靴靴	衣服做得很宽阔。
阴人	算计別人
阴冻	坐在那阴冷
阴功	造孽，活受罪
阴功鬼	指缺德的人
阴司纸	指冥钞，烧给死者的纸钱。
阴啲阴啲	不知不觉中又损失了一点
阴声细气	说话柔柔的，声音小小的
阴干	①不靠太阳晒而干②人渐渐消瘦
阴毒	阴险毒辣
阴气	阴森森的气急
阴气重	形容阴森森，怪可怕的
阴湿	为人阴险，坏而不露
阴湿奸狡	形容那些阴险、狡诈、奸恶之徒。
阴质事	伤天害理的事。
阴阴冻	阴冷阴冷，感到丝丝的寒意
阴阴哋	①悄悄地②背地里
阴阴嘴	①藐视，轻视②不屑地
阴阴沉沉	意指天色阴暗。
阴阴湿湿	指那些为人阴险、暗中害人、坏而不露的人。
阴阴笑	冷笑，不怀好意地笑
阴骘	即类似阴功之意，现好像已变成无阴德之意了。
阵仗	势头
阵冷阵热	①生病，发冷发热②对人忽冷忽热。
阵床	安装好那张床
阵间	一会儿
阵间先讲	一会再说吧
阻事	费时间、耽误事
阻住	①妨碍②阻挡
阻住地球转	形容某些人阻碍人家发展。
阻住晒	全挡住了
阻地方	把通道挡住了
阻埞	①阻挡空间②碍事、妨碍
阻头阻路	指妨碍別人，阻挡人家前进的路，也说成「阻头阻势」
阻手阻脚	人家干活，他在这碍手碍脚，成了多余的人
阻时间	耽误了时间
阻水	①阻別人财路②妨碍別人
阻滞	①堵塞通道②不顺利的事
阻风水	挡着人家做生意的路子
阿sir	先生。
阿伯	①对老年男性的尊称。②伯父（父之兄）。
阿保阿胜	泛指不加选择的任何人，（保和胜是以前较常见的人名用字）。例：我唔理系~，总之畀多几个人我。
阿公	外公，又叫公公。
阿兰嫁阿穗——累斗累	指互相连累，拖累，抱着一块死
阿初	新手、新人
阿单看榜——一眼睇晒	阿单指独眼者，比喻一目瞭然
阿叔	叔叔（父亲的弟弟）①②对中年以上男性的尊称。
阿哥	①哥哥②对男青年的尊称。
阿哩吉谛	①糊里糊涂②陷入困境。
阿壽	蠢人
阿头	头目、负责人
阿奇生阿奇	指某些事情奇怪得很。
阿妈	妈妈
阿妗	女性称弟之妻
