𫵱	cat6 【俗】男生殖器。
臭狐	cau3 wu4 狐臭。生～。
臭腥	cau3 seng1 腥。只猫拉咗啲鱼肠去食，搞到个厅四围都～嘅。(猫把鱼肠叼了去吃，弄得客厅到处都腥腥的。)
臭花	cau3 faa1 马樱丹。北方别称「五色梅」、「五色绣球」、「七变花」。马鞭草科。直立或半藤本小灌木，有强烈的气味。茎枝有钩刺。叶对生，卵形，边缘有锯齿。全年开花，花密集成头状花序，有橙、红、黄、白等色；开花时花色起种种变化。我国各地常栽培供观赏。
臭草	cau3 cou2 茅香。北方俗称「香草」。禾本科。多年生草本，高约0 5米，根状茎细长，黄色。秆直立，无毛，具3-4节。叶鞘无毛；叶片披针形，质稍厚，上面有微毛。夏季开花，圆锥花序顶生，长约10厘米；小穗淡黄褐色，有光泽，长约5毫米。多生于荫蔽山坡或湿润草地。广东人常用以与绿豆、海带同煮，清热解毒。
臭青	cau6 ceng1 生的青菜或草的气味。啲菜都未煮熟，～嘅！(这菜还没煮熟，一股草味儿！)
至	zi3 表示最高程度；最。我～钟意呢只颜色。(我最喜次这种颜色。)│几兄弟我～大。(几兄弟我最大。)
至	zi3 同「先」。你话人，你～系孤寒种啊！(你说人家，你才是吝啬鬼呢！)
至	zi3 「先」。我返到嚟个天～落雨。(我回到了天才下雨。)│梗系要学～识㗎嘛。(当然是要学才懂的嘛。)│佢琴晚12点几～走。(他昨晚12点多才走。)
至到	zi3 dou3 ①表示引进另一个话题；至于。呢便你放心啦，～嗰层，我都有准备㗎嘞。(这边你放心吧，至于那一层，我也有准备了。)②及至。～天黑，佢都未嚟。(直至天黑，他也没来。)
至噃	zi3 bo3 表示仅仅如此，有提醒对方注意的口气。呢度得二十个～。(这里只有二十个呢。)[参见「噃」]
舂	zung1。(头朝下)摔倒；栽。佢喺只船度～咗落水。(他从船上栽进水里。)│敌机～落嚟。(敌机栽下来。这是把飞机比作人。)
舂下舂下	zung1 haa5 zung1 haa5 走路脚步不稳，人的重心向前倾跌的样子。岁数毕竟大咗，行步路都～噉。(数岁毕竟大了，走起路来向前一栽一栽的。)
舂米公	zung1 mai5-2 gung1 一种黑色昆虫，腰细，尾部不停上下摆动，有如舂米动作，故称。
舅仔	kau5 zai2 小舅子。
舅仔鞋	kau5 zai2 haai4 旧俗。男子娶妻须送给新娘的兄弟每人一双鞋，称为「～」(舅仔：小舅子)
舅公	kau5 gung1 父亲或母亲的舅舅。
舅父	kau5 fu2 父读2声。舅舅
𦧲	loe1 慢慢地用舌头顶着往外吐；将啖痰～喺手巾仔度。(把痰吐在手绢上。)│食人唔～骨。(吃人连骨头也不吐。喻杀人不眨眼。)
舔	tim5 在液体中蘸。～墨水│～豉油(蘸酱油)。
舞	mou5-2 忙碌地干；弄。咁多家务，有牌～啊。(这么多家务，够忙上一阵子的了。)│～咗成日先～掂。(弄了一整天才弄好。)
舦	taai5 轮船的舵。
航空曲	hong4 hung1 kuk1 参见「曲尺」。
艇仔粥	teng5 zai2 zuk1 一种具有地方风味的粥品，粥内有枪乌贼、海蜇、鱼肉、炒花生米等。旧时专由水上人家在小艇上售卖，故称。
艇家	teng5 gaa1 以摆渡等为业的人。
艇屋	teng5 uk1 疍民或水上人家亦屋亦舟的居所。今已罕见。
艔	dou6-2 原指接载旅客渡江的小艇，后兼指轮渡及内河客船。搭～过海。(坐轮渡过江。)[此由「渡」读变调而成]
色士风	sik1 si6 fung1 【外】萨克斯管，一种管乐器。[英语saxophone]
色水	sik6 seoi2 颜色。呢只～唔好睇。(这个颜色不好看。)
色狼	sik1 long4 【喻】【贬】狂暴的色鬼；性犯罪者(男性)。
节瓜	zit3 gwaa1 毛瓜。冬瓜的一个变种。果呈长筒形或扁圆形，较冬瓜小，满布短粗毛。为广东夏季常见蔬菜。
芒	mong1 【俗】条件差；水平低。谂唔到你 哋单位咁～。(想不到你们单位条件那么差。)
芙达	fu4 daat6 苦瓜(只用于儿歌中)。子姜辣，买～，～苦，买猪肚。
芝士	zi1 si6-2 【外】奶酪。～焗排骨(奶酪焖排骨)[英语cheese]
芥兰	gaai3 laan4-2 花茎甘蓝。北方亦称「芥蓝」。一年生或二年生草本，叶柄长，叶短而宽，花白色或黄色。嫩叶和花薹可作蔬菜。[广州话「兰」与「蓝」不同音]
芥兰头	gaai3 laan4-2 tau4 擘蓝。北方又称「苤蓝」、「球茎甘蓝」。茎部膨大成球形，可鲜食或腌制。
芥辣	gaai3 laat6 芥末酱。芥菜籽的制成物，色黄或绿，味辣。
花	faa1 ①扑克的花色(黑桃、红桃等)。②同「同花」。
花假	faa1 gaa2 虚假。呢啲药绝对冇～。(这些药绝无虚假。)
花僆囗	faa1 leng1 keng1。同「花僆仔」。
花僆仔	faa1 leng1 zai2 花里胡哨的小青年。
花冧	faa1 lam1 同「冧」。
花厅	faa1 teng1 【谑】监狱。逮捕证英语为warrant，译音为「花令」。监狱称～即由此而来。
花名	faa1 meng4-2 绰号。起～│唔好帮人改～。(不要给人家起绰号。)
花哩碌	faa1 li1 luk1 【贬】色彩斑驳。男仔学咩人着～啲衫噃。(男 孩子别学人家穿花哩胡哨的衣服。)│画到～。(画得斑斑驳驳。)
花哩胡碌	faa1 li1 wu4 luk1 同「花哩碌」。
花圈	faa1 hyun1 马路交汇处的小型花坛、花圃；街心小花园。通常筑成圈状，故名。小北～(在广州市小北路)。
花士令	faa1 si6 ling2 【外】凡士林。本指一种白色或黄色的油脂状石油产品，现多指作化妆品原料的脂状石油产品[英语vaseline]
花尾艔	faa1 mei5 dou6-2 一种无动力内河客船(由拖轮拖带)，船尾漆有花纹，故名。现已少见。
花心	faa1 sam1 中国象棋九宫的中心。因其米字形线有如花蕊，故称。～马(走入九宫中心的马)
花心	faa1 sam1 ①同「心多多」。②男子在感情上不专一。我见过啲咁中意扮靓嘅男人冇几个系唔～嘅！(我见过的爱打扮的男人没几个是感情专一的！)
花心萝卜	faa1 sam1 lo4 baak6 肉质松软、断面往往带暗斑的萝卜，味道较差。
花心萝卜	faa1 sam1 lo4 baak6 【喻】【谑】【贬】好女色而又感情不专一的男性。佢细妹行过三个男仔，个个都系～。(他妹妹谈过三个男朋友，个个都是用情不专一的。)[参见「花心」]
花手巾	faa1 sau2 gan1 【雅】斗鱼(手巾。手帕)。
花斑斑	faa1 baan1 baan1 【贬】色彩斑驳。个细路将幅墙画到～(那小孩把这面墙画得斑斑驳驳的。)
花旗参	faa1 kei4 sam1 西洋参。五加科。多年生草本。形似人参，但状茎(即地上茎和根间的粗短部分，俗称「芦头」)上的鳞片，薄而早萎，与人参根茎上鳞片肥厚宿存的不同。原产北美洲，故称(花旗。美国国旗)。通常指其干燥品。中医以根入药，性凉，味苦甘，功能养阴、清火、生津。
花樽	faa1 zeon1 花瓶。
花款	faa1 fun2 花色；款式；花样。呢只布仲有冇第啲～啊？(这种布还有没有其他的花色？)│佢玩得出乜嘢～啫！(他能玩出什么花样来！)
花洒	faa1 saa2 ①浇花壶，一种浇花工具，通常由贮水容器和莲蓬状出水喷头构成。②淋浴喷头。因外形酷似浇花用的喷头，故名。
花王	faa1 wong4 花匠；园丁；园林工。
花生肉	faa1 sang1 juk6 花生米；花生仁儿。
花臣	faa1 san4-2 【外】花色；款式；花样。有咩～啊？(有什么花色？)│唔好搞咁多～。(别弄那么多花样。)[英语fashion。]
花臣	faa1 san4-2 【外】【贬】花招。你又想搞乜嘢～啊？(你又想耍什么花招？)[英语fashion的音译，]
花菇	faa1 gu1 香菇的一种，其干制品顶盖上龟裂成花纹，质量最佳。
花蟹	faa1 haai5 甲壳上有红色花纹的海蟹。
花阶砖	faa1 gaai1 zyun1 有图案花纹的地板砖。通常以陶土做成，表面附有彩釉。
花面猫	faa1 min6 maau1 【喻】【谑】脸上很脏的小孩。你睇你个～，快啲洗下！(你看你脸上脏的，快点儿洗洗！)
苏	【婉】sou1 分娩。我太太下个月～。(我太太下个月生孩子。)
苏州屎	sou1 zau1 si2 【喻】【贬】遗留下的麻烦事。阿和做嘢揦揦西西，留低鬼咁多～过我。(阿和做事马马虎虎，留下很多麻烦事给我。)
苏州过后冇艇搭	sou1 zau1 gwo3 hau6 mou5 teng5 daap3 【熟】机会失去不可复得；时不再来。你谂真啊，～㗎！(你想清楚，过了这村可没那店了！)
若果	joek6 gwo2 表示假设。如果；要是。～你唔去，我哋大家都唔去。(如果你不去，我们大家也不去。)
若然之	joek6 jin4 zi1 同「若果」。～老师唔嚟上课，你哋就自习啦。(要是老师不来上课，你们就自习吧。)[又作「若然」]
苦口苦面	fu2 hau2 fu2 min6 愁眉苦脸。咪成日～啦，我睇到都唔开心。(别整天愁眉苦脸的，我看了也难受。)
苦瓜干	fu2 gwaa1 gon1 【喻】愁眉苦脸的人。
苦瓜干噉口面	fu2 gwaa1 gon1 gam2 hau2 min6【喻】像苦瓜干般的嘴脸；愁云满脸；脸色阴沉。你两个～，系咪有咩唔妥啊？(你们俩愁云满脸的，是不是出了什么岔子？)[又作「苦瓜噉口面」]
苴(鲊、笮)	zaa2 劣；次；水平低。乜你游水游得咁～㗎。(怎么你游泳游得这么差。)│呢种茶叶好～，边饮得噃。(这种茶嗰很次，怎么能喝。)
苴(鲊、笮)斗	zaa2 dau2 劣质的；不好的；差的；水平低。呢个班成绩认真～。(这个班成绩实在差。)
苴(鲊、笮)皮	zaa2 pei4 差劲；劣；水平低。你咁～㗎，都唔够佢跑。(你怎么这么差劲，连他也跑不过。)
苴嘢	zaa3 je5 【贬】差劣的东西。
苴斗货	zaa3 dau2 fo3 【贬】本指差劣的货品，泛指差劣的东西。[又作「苴斗嘢」]
茄	ke1 【俗】粪便；屎。屙～(拉大便)
茄	ke1 【俗】差；劣；水平低。佢斗木斗得好～。(他木工活做得很差。)
茄哩啡	ke1 le1 fe1 【外】无足轻重的人；不被人看重的人。[英语carefree]
茄士咩	ke1 si6 me1 【外】开司米。山羊毛线及织物。[英语cashmere的音译词]
茄瓜	ce4-2 gwaa1 同「矮瓜」。
茅	maau4-5 【俗】屁股。趷起个～。
茅寮	maau4 liu4 茅棚；简易竹木棚屋。而家仲有人住～嘅咩？(现在还有人住茅棚吗？)
茅竹	maau4 zuk1 毛竹。北方亦称「楠竹」。禾本科。秆散生，高大，圆筒形，秆环不隆起，秆上部每节有二分枝。叶披针形，叶鞘上部略有细毛。笋箨有毛。笋味美，可供食用。竹梢可作扫帚。箨可供包装用。[广州话「毛(mou4)」与「茅」不同音]
茭笋	gaau1 seon2 茭白。又名「菰笋」。菰的花茎经一种黑粉菌侵入后，刺激其细胞增生而形成的肥大嫩茎。可作蔬菜。
茶	caa4 开水[可以指茶叶泡出的饮料(这同普通话一样)，也可以指白开水]
茶仔	caa4 zai2 茶树籽。旧时人常取以研粉为洗头剂。
茶包	caa4 baau1 袋泡茶。耐水纸袋内装着适量茶叶，可直接置于开水中泡用。
茶寮	caa4 liu4 【雅】酒楼；饭馆。
茶居	caa4 geoi1 同「茶楼」。去～开饭。(到酒楼吃饭。)
茶杯碟	caa4 bui1 dip6-2 茶具的总称。买翻套～。(买一套茶具。)
茶果	caa4 gwo2 泛指各种点心(一般是指中式点心)。
茶楼	caa4 lau4 酒楼；饭馆。四周围都系～，请人食饭认真方便。(到处都是酒楼，请人吃饭真方便。)[不仅卖茶水，更主要的是卖酒食]
茶色	caa4 sik1 赭色；褐色。因色泽近茶，故云。～玻璃(赭色璃)
草皮(披)	cou2 pei4-1 草坪；草地。呢块～剪得真系靓，好似张地毡噉。(这块草坪修剪得真漂亮，好像一张地毯那样。)
草纸	cou2 zi2 厕纸。一种生活用纸。因以前的厕纸多以草杆为原料，制作粗糙，纸中常残存草杆。故名。现多改用皱纸，而其名则沿用未改。
草花头	cou2 faa1 tau4-2 「艹」头(草头)。
草蜢	cou2 maang5-2 蚱蜢。[又作「蜢」]
草龙	cou2 lung4-2 草蜥。亦称「蛇舅母」。爬行纲，蜥蜴科。长约25厘米。尾很细长，几乎为头和躯干部长度的2倍以上。背面绿褐色，腹面灰白色；体侧下方绿色。背部有大鳞6行，腹部有8行略呈方形的棱鳞。生活于草丛间，捕食昆虫。
草龟	cou2 gwai1 金龟。别称「山龟」、「秦龟」、「乌龟」。爬行纲，龟科。头、颈侧面有黄色线状斑纹， 背甲长10-12厘米，大者可达18厘米，宽可达15厘米，有三条纵向的隆起，后缘不呈锯齿状。雄性背部黑色，雌性呈棕色，腹面略带黄色，均有暗褐色花纹。四肢较扁平，有爪；指、趾间具全蹼。以植物、虾、小鱼等为食。
荐	zin3 垫；铺在底下。要～多张被先够暖。(要多垫一张被子才够暖和。)
荔浦芋	lai6 pou2 wu6(-2) 「槟榔芋」因以广西荔浦所产最为著名，故名
荚	haap3 用于菜叶等；片。两～黄芽白(两片黄芽菜叶子)
荚	gaap3(haap3) 枯萎了的包裹式叶子。菜～(枯萎了的菜帮子)│蔗～
荞(藠)头	kiu4-2 tau4 薤，北方俗称「莜子」。叶丛生，细长中空。鳞茎可作蔬菜，一般加工制作酱菜。鳞茎干制品可入药，称「薤白头」。
荡	dong6 逛。两条友～下～下唔知～咗去边。(两个家伙逛着逛着不知逛到哪儿去了。)
荡	dong4 平涂。先～一朕浅色嘅嚟打底。(先涂一层浅色的垫底。)
荡	tong5。①(液体)摇晃。佢担住嗰两桶水～下～下。(他挑着的两桶水晃荡晃荡的。)②因摇晃而溢出。因住碗粥～出嚟渌亲啊。(小心碗里的粥晃出来烫着。)[此字书面语音dong6]
荡失	dong6 sat1 ①迷路(荡：逛)。你乱咁行，顾住～啊！(你乱走一气，小心迷路！)②走失。～咗一个细路。(走失了一个小孩。)
荡失路	dong6 sat1 lou6 迷路。呢度两年冇嚟就变晒，我几回～添！(这儿两年没来就全变了，我几乎迷路了！)
荡西	dong6 sai1 台风的风向自东北转向西北，是台风过去的先兆。打风唔～，三日就翻归。(谚语：台风风向不变，三天后台风又会回来。)
药枧	joek6 gaan2药性皂。供清洁皮肤用的一种洗涤剂。制法与普通肥皂同，似加入适量的杀菌剂，故称。硼酸～(加入硼酸的药性皂)
药饼	joek6 beng2 【旧】【喻】药片。制成片剂的西药的总称。因形如 小饼，故名。～一日食两粒。(药片一天吃两片。)
荷兰水	ho4 laan4-1 seoi2 【旧】汽水。因源自国外，故称(荷兰：西洋的代称)。
荷兰水盖	ho4 laan4-1 seoi2 goi3 【喻】【谑】勋章。因其形似汽水瓶盖，故称(荷兰水：汽水)。畀心机做野，讲唔定整翻个～。(用心干活，说不定能弄上一个勋章。)
荷兰薯	ho4 laan4-1 syu4 同「薯仔」。[此薯从国外传入，可能与明代末年在我国东南沿海频繁活动的荷兰人有关]
荷兰豆	ho4 laan4-1 dau6-2 荚用豌豆。其豆荚比一般豌豆薄而软，可作蔬菜。[我国自古种植豌豆，但以豌豆嫩荚为蔬菜，则是自国外传入，可能与明代末年在我国东南沿海频繁活动的荷兰人有关。简称「兰豆」]
荷包友	ho4 baau1 jau5-2 扒手(荷包：钱包)。
荷里活	ho4 lei5 wut6 【外】好莱坞，美国地名， 为美国电影业集中地。[英语Hollywood]
莙荙菜	gwan1 daat6 coi3 叶用菾菜。北方称「牛皮菜」、「厚皮菜」。藜科，菾菜的变种之一。二年生草本，植株矮生或直立，根小。叶片肥厚，卵形，有光泽。淡绿或浓绿色，叶柄长或短。花白色，聚合果。种子小，肾形，褐色。性喜冷凉，适应性强。春秋栽培为主，嫩叶作蔬菜。
莲花	lin4 faa1 荷花。
莲茸(蓉)	lin4 jung4 莲子泥。以莲子制成的泥状馅料。～月(以莲子泥作主要馅料的月饼)。
莲藕	lin4 ngau5 藕。
莳田	si6(4) tin4 插秧。有咗插秧机，～就自在得多喇。(有了插秧机，插秧就舒服多了。)
莳禾	si6(4) wo4 插秩。利用水渠引水(进行灌溉)。
获	wok6-1 【外】电的功率单位；瓦。呢部机几多～？(这台机子多少瓦？)[英语watt]
菌	kwan2 蕈；蘑菇。啲烂树头度生啲～出㗎。(那些腐烂树桩上长出一些蕈来。)
菜干	coi3 gon1 干菜。以新鲜蔬菜晒制焙制或经其他脱水工艺制成。
菜心	coi3 sam1 菜薹。白菜的一个变种，又称为「油菜」(与收籽榨油的油菜不同)。生长迅速，容易抽薹。有绿叶菜薹和紫叶菜薹两种。广州通常所见为绿叶菜薹。因一般以其嫩薹(菜心)作蔬菜，故名。[此与普通话「菜心」指一般的蔬菜嫩薹意思不同]
菜心樖	coi3 sam1 po1 未充分长大即采收的菜薹(樖：棵)。
菜栏	coi3 laan4-1 菜栈；蔬菜批发店。我楼下系～，日日晨早流流就嘈到死。(我楼下是个蔬菜批发市场，每天大清早就吵翻了天。)
